UserName,UserId,RecallNo,RecallAttempt,RecallStatus,IntakeStartDateTime,IntakeEndDateTime,ReportingDate,Lang,AmtUsual,SaltType (For Future Use),SaltFreq (For Future Use),SaltUsed (For Future Use),Occ_No,Occ_Time,Occ_Name,EatWith,WatchTVuseComputer,Location,FoodNum,FoodType,FoodSrce,ComboNum,LineNum,Variable,Response,ResponseOs,SpinDial1,SpinDial2
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,1,02/13/2016 10:00 AM,7,,,1,1,1,,0,1,FoodListTerm,Water (unknown kind),,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,1,02/13/2016 10:00 AM,7,,,1,1,1,,0,2,WaterCarb,Uncarbonated,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,1,02/13/2016 10:00 AM,7,,,1,1,1,,0,3,WaterContainer,Glass,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,1,02/13/2016 10:00 AM,7,,,1,1,1,,0,4,WaterContainerSize,12 fluid ounces,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,1,02/13/2016 10:00 AM,7,,,1,1,1,,0,5,WaterPortion,70%,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,1,02/13/2016 10:00 AM,7,,,1,1,1,,0,6,AnythingAdded,No,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,2,02/13/2016 11:00 AM,1,,,1,2,1,,0,1,FoodListTerm,Western omelet,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,2,02/13/2016 11:00 AM,1,,,1,2,1,,0,2,EggNumberOmelet,2 eggs,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,2,02/13/2016 11:00 AM,1,,,1,2,1,,0,3,EggSize,Large,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,2,02/13/2016 11:00 AM,1,,,1,2,1,,0,4,EggPortionOmelet,More than 1 omelet,,1.250,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,2,02/13/2016 11:00 AM,1,,,1,2,1,,0,5,AnythingAdded,No,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,2,02/13/2016 11:00 AM,1,,,1,3,1,,0,1,FoodListTerm,Rice and beans soup,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,2,02/13/2016 11:00 AM,1,,,1,3,1,,0,2,SoupPortionCup,1 cup,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,2,02/13/2016 11:00 AM,1,,,1,3,1,,0,3,AnythingAdded,No,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,3,02/13/2016 02:00 PM,3,,,1,4,1,,0,1,FoodListTerm,Dumpling,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,3,02/13/2016 02:00 PM,3,,,1,4,1,,0,2,DumpKind,Pork,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,3,02/13/2016 02:00 PM,3,,,1,4,1,,0,3,DumpPrep,Boiled,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,3,02/13/2016 02:00 PM,3,,,1,4,1,,0,4,DumplingPortionItem,More than 1 dumpling,,13.000,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,3,02/13/2016 02:00 PM,3,,,1,4,1,,0,5,AnythingAdded,No,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,4,02/13/2016 03:00 PM,7,,,1,5,1,,0,1,FoodListTerm,Water (other kind),,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,4,02/13/2016 03:00 PM,7,,,1,5,1,,0,2,WaterCarb,Uncarbonated,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,4,02/13/2016 03:00 PM,7,,,1,5,1,,0,3,WaterContainer,Glass,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,4,02/13/2016 03:00 PM,7,,,1,5,1,,0,4,WaterContainerSize,12 fluid ounces,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,4,02/13/2016 03:00 PM,7,,,1,5,1,,0,5,WaterPortion,70%,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,4,02/13/2016 03:00 PM,7,,,1,5,1,,0,6,AnythingAdded,No,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,5,02/13/2016 10:00 PM,4,,,1,6,1,,0,1,FoodListTerm,White rice,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,5,02/13/2016 10:00 PM,4,,,1,6,1,,0,2,RiceKind,Regular,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,5,02/13/2016 10:00 PM,4,,,1,6,1,,0,3,RicMixIng,No other ingredients,,,
new14,5f65f13e-98fd-4b1c-b7dd-a9f1e761a178,3,0,2,02/13/2016 12:00 AM,02/14/2016 12:00 AM,02/14/2016,1,2,9,9,9,5,02/13/2016 10:00 PM,4,,,1,6,1,,0,4,RiceTypeFat,No fat or oil,,,
