UserName,UserId,RecallNo,RecallAttempt,RecallStatus,IntakeStartDateTime,IntakeEndDateTime,ReportingDate,Lang,AmtUsual,SaltType (For Future Use),SaltFreq (For Future Use),SaltUsed (For Future Use),Occ_No,Occ_Time,Occ_Name,EatWith,WatchTVuseComputer,Location,FoodNum,FoodType,FoodSrce,ComboNum,LineNum,Variable,Response,ResponseOs,SpinDial1,SpinDial2
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,1,1,Other,1,1,FoodListTerm,Cafe con leche,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,1,1,Other,1,2,CoffeeVendPreswt,No,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,1,1,Other,1,3,CoffeeContainer,Cup,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,1,1,Other,1,4,CoffeeContainerSize,8 fluid ounces,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,1,1,Other,1,5,CoffeePortion,100% (all),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,1,1,Other,1,6,AnythingAdded,Yes,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,2,2,Other,1,1,FoodListTerm,Raw sugar,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,2,2,Other,1,2,SugarUnitPacket,Spoonfuls,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,2,2,Other,1,3,SugarPortionSpoon,1 teaspoon,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,3,1,Other,2,1,FoodListTerm,Cheerios (Apple Cinnamon),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,3,1,Other,2,2,CerealPortion,1 cup,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,3,1,Other,2,3,AnythingAdded,Yes,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,4,2,Other,2,1,FoodListTerm,Skim milk,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,4,2,Other,2,2,MilkPortionAddition,1/2 cup (4 ounces),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,5,1,Other,0,1,FoodListTerm,Egg,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,5,1,Other,0,2,Preparation?,Scrambled,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,5,1,Other,0,3,EggFatPrep2,Other fat or oil,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,5,1,Other,0,4,EggIngAdd,Cheese,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,5,1,Other,0,5,EggUnit,Number of eggs,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,5,1,Other,0,6,EggSize,Medium,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,5,1,Other,0,7,EggPortionNumber,More than 1 egg,,2,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,5,1,Other,0,8,AnythingAdded,No,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,6,1,Other,4,1,FoodListTerm,Oatmeal (regular),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,6,1,Other,4,2,CkdCerLiquidPrep,Water,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,6,1,Other,4,3,CkdCerFatPrep,No,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,6,1,Other,4,4,CkdCerPortionCup,1/4 cup,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,6,1,Other,4,5,AnythingAdded,Yes,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,7,2,Other,4,1,FoodListTerm,Skim milk,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,1,9/20/2011 7:00,1,1,4,1,7,2,Other,4,2,MilkPortionAddition,1/2 cup (4 ounces),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,8,1,Other,0,1,FoodListTerm,Chili (no meat),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,8,1,Other,0,2,Meat?,No meat or meat substitute,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,8,1,Other,0,3,ChiliPortion,1/2 cup,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,8,1,Other,0,4,AnythingAdded,No,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,9,1,Other,0,1,FoodListTerm,Peach (canned),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,9,1,Other,0,2,Type?,Fresh or Raw,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,9,1,Other,0,3,FruitUnit,Whole fruit,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,9,1,Other,0,4,FruitSize,Large,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,9,1,Other,0,5,FruitPortionFruit,1 fruit,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,10,1,Other,0,1,FoodListTerm,Water (tap),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,10,1,Other,0,2,WaterContainer,Glass,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,10,1,Other,0,3,WaterContainerSize,16 fluid ounces,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,10,1,Other,0,4,WaterPortion,100% (all),,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,10,1,Other,0,5,AnythingAdded,No,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,11,1,Other,0,1,FoodListTerm,Turkey sandwich,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,11,1,Other,0,2,SandBread,Whole wheat bread,,,
Mango202,37d46232-6570-4254-9d92-853087de1b1a,1,0,1,9/20/2011 0:00,9/21/2011 0:00,9212011,1,2,9,9,9,2,9/20/2011 13:00,3,1,2,6,11,1,Other,0,3,SandBreadSource,Home recipe,,,
